Key Indicator,Constituent ID,Age,Preferred State,Gift Date,Gift Amount,Fund Split Amount,Fund Description,Campaign Description,Total Amount of Gifts_1,Gift Total Number of Gifts_1,Gift Payment Type,Gift Batch Description,First Gift Date,First Gift Amount,Last Gift Date,Last Gift Amount
"Individual","4008","","Georgia","6/30/2022","$500.00","$500.00","331-Unrestricted","New Campaign","$2,500.00","5","Credit Card","Checks / NetCommunity Donations","6/30/1986","$35.00","12/30/2022","$500.00"
"Individual","3372","63","New Jersey","6/30/2022","$1,000.00","$1,000.00","331-Unrestricted","New Campaign","$4,553.70","12","Credit Card","Checks / NetCommunity Donations","6/30/1986","$100.00","10/8/2024","$100.00"
"Individual","401527","","New Jersey","4/2/2022","$250.00","$250.00","331-Unrestricted","New Campaign","$2,407.18","7","Credit Card","","4/24/2019","$550.00","4/10/2024","$257.18"
"Individual","9541","63","New Jersey","4/6/2022","$250.00","$250.00","331-Unrestricted","New Campaign","$1,252.56","4","Credit Card","","6/30/1989","$25.00","4/5/2023","$500.00"
"Individual","15283","89","New Jersey","4/5/2022","$150.00","$150.00","331-Unrestricted","New Campaign","$1,959.85","13","Credit Card","","1/1/1960","$730.00","10/15/2022","$75.00"
"Individual","17733","","New Jersey","3/30/2022","$25.00","$25.00","331-Unrestricted","New Campaign","$25.00","1","Credit Card","","1/1/1960","$100.00","3/30/2022","$25.00"
"Individual","46014","46","Pennsylvania","4/6/2022","$250.00","$250.00","331-Unrestricted","New Campaign","$2,828.83","11","Credit Card","","6/5/2012","$25.00","12/3/2024","$250.00"
"Individual","406653","","New Jersey","4/28/2022","$35.00","$35.00","331-Unrestricted","New Campaign","$35.00","1","Credit Card","NetCommunity Event Registration Fees","4/28/2022","$35.00","4/28/2022","$35.00"
"Individual","387695","45","New Jersey","4/29/2022","$35.00","$35.00","331-Unrestricted","New Campaign","$35.00","1","Credit Card","NetCommunity Event Registration Fees","4/29/2022","$35.00","4/29/2022","$35.00"
"Individual","406676","","New Jersey","4/29/2022","$35.00","$35.00","331-Unrestricted","New Campaign","$35.00","1","Credit Card","NetCommunity Event Registration Fees","4/29/2022","$35.00","4/29/2022","$35.00"
"Individual","406690","","New Jersey","5/1/2022","$35.00","$35.00","331-Unrestricted","New Campaign","$35.00","1","Credit Card","NetCommunity Event Registration Fees","5/1/2022","$35.00","5/1/2022","$35.00"
"Individual","406698","","New Jersey","5/2/2022","$35.00","$35.00","331-Unrestricted","New Campaign","$35.00","1","Credit Card","NetCommunity Event Registration Fees","5/2/2022","$35.00","5/2/2022","$35.00"
"Individual","406707","","New Jersey","5/2/2022","$35.00","$35.00","331-Unrestricted","New Campaign","$35.00","1","Credit Card","NetCommunity Event Registration Fees","5/2/2022","$35.00","5/2/2022","$35.00"
"Individual","406622","24","New Jersey","4/26/2022","$35.00","$35.00","331-Unrestricted","New Campaign","$35.00","1","Credit Card","NetCommunity Event Registration Fees","4/26/2022","$35.00","4/26/2022","$35.00"
"Individual","406625","23","New Jersey","4/26/2022","$35.00","$35.00","331-Unrestricted","New Campaign","$35.00","1","Credit Card","NetCommunity Event Registration Fees","4/26/2022","$35.00","4/26/2022","$35.00"
"Individual","406628","","","4/26/2022","$35.00","$35.00","331-Unrestricted","New Campaign","$35.00","1","Credit Card","NetCommunity Event Registration Fees","4/26/2022","$35.00","4/26/2022","$35.00"
"Individual","406636","","New Jersey","4/27/2022","$35.00","$35.00","331-Unrestricted","New Campaign","$35.00","1","Credit Card","NetCommunity Event Registration Fees","4/27/2022","$35.00","4/27/2022","$35.00"
"Individual","403988","40","New Jersey","4/27/2022","$35.00","$35.00","331-Unrestricted","New Campaign","$35.00","1","Credit Card","NetCommunity Event Registration Fees","4/27/2022","$35.00","4/27/2022","$35.00"
"Individual","36574","52","Connecticut","5/7/2022","$1,000.00","$1,000.00","331-Unrestricted","New Campaign","$1,000.00","1","Credit Card","NetCommunity Donations","4/9/1997","$25.00","5/7/2022","$1,000.00"
"Individual","45980","65","New Jersey","4/28/2022","$50.00","$50.00","331-Unrestricted","New Campaign","$100.00","2","Credit Card","NetCommunity Donations","12/22/2019","$50.00","4/28/2022","$50.00"
"Individual","10036","76","Nevada","5/9/2022","$100.00","$50.00","331-Unrestricted","New Campaign","$8,299.96","11","Credit Card","Recurring gifts ","6/30/1970","$50.00","12/2/2024","$100.00"
"Individual","406775","24","New Jersey","5/14/2022","$35.00","$35.00","331-Unrestricted","New Campaign","$35.00","1","Credit Card","NetCommunity Event Registration Fees","5/14/2022","$35.00","5/14/2022","$35.00"
"Individual","406737","","New Jersey","5/5/2022","$35.00","$35.00","331-Unrestricted","New Campaign","$135.00","2","Credit Card","NetCommunity Event Registration Fees","5/5/2022","$35.00","4/24/2023","$100.00"
"Individual","402180","59","Pennsylvania","5/5/2022","$35.00","$35.00","331-Unrestricted","New Campaign","$35.00","1","Credit Card","NetCommunity Event Registration Fees","5/5/2022","$35.00","5/5/2022","$35.00"
"Individual","406755","","New Jersey","5/11/2022","$35.00","$35.00","331-Unrestricted","New Campaign","$35.00","1","Credit Card","NetCommunity Event Registration Fees","5/11/2022","$35.00","5/11/2022","$35.00"
"Individual","402911","","New York","3/28/2022","$500.00","$500.00","331-Unrestricted","New Campaign","$500.00","1","Credit Card","NetCommunity Donations","2/8/2020","$2,946.04","3/28/2022","$500.00"
"Individual","406400","","New Jersey","3/26/2022","$100.00","$100.00","331-Unrestricted","New Campaign","$100.00","1","Credit Card","NetCommunity Donations","3/26/2022","$100.00","3/26/2022","$100.00"
"Individual","406406","","California","3/26/2022","$50.00","$50.00","331-Unrestricted","New Campaign","$50.00","1","Credit Card","NetCommunity Donations","3/26/2022","$50.00","3/26/2022","$50.00"
"Individual","406403","","New Jersey","3/26/2022","$100.00","$100.00","331-Unrestricted","New Campaign","$100.00","1","Credit Card","NetCommunity Donations","3/26/2022","$100.00","3/26/2022","$100.00"
"Individual","48450","45","New Jersey","3/25/2022","$5.00","$5.00","331-Unrestricted","New Campaign","$15.00","2","Credit Card","NetCommunity Donations","11/30/2021","$10.00","3/25/2022","$5.00"
"Individual","406451","","New Hampshire","3/27/2022","$100.00","$100.00","331-Unrestricted","New Campaign","$350.00","3","Credit Card","NetCommunity Donations","3/27/2022","$100.00","11/29/2023","$100.00"
"Individual","9392","61","New Jersey","3/27/2022","$50.00","$50.00","331-Unrestricted","New Campaign","$75.00","2","Credit Card","NetCommunity Donations","6/30/1985","$10.00","3/27/2022","$50.00"
"Individual","8144","72","Oklahoma","3/27/2022","$10.00","$10.00","331-Unrestricted","New Campaign","$165.72","9","Credit Card","NetCommunity Donations","6/30/1975","$10.00","7/15/2024","$25.72"
"Individual","385893","46","New Jersey","3/27/2022","$50.00","$50.00","331-Unrestricted","New Campaign","$250.00","3","Credit Card","NetCommunity Donations","3/25/2022","$150.00","1/10/2024","$50.00"
"Individual","5946","64","Florida","3/27/2022","$250.00","$250.00","331-Unrestricted","New Campaign","$300.00","2","Credit Card","NetCommunity Donations","6/30/1989","$100.00","4/2/2022","$50.00"
"Individual","2342","60","New Jersey","3/27/2022","$100.00","$100.00","331-Unrestricted","New Campaign","$100.00","1","Credit Card","NetCommunity Donations","4/18/1994","$25.00","3/27/2022","$100.00"
"Individual","553","78","South Carolina","3/27/2022","$1,000.00","$1,000.00","331-Unrestricted","New Campaign","$3,050.00","7","Credit Card","NetCommunity Donations","6/30/1972","$10.00","7/23/2024","$1,000.00"
"Individual","2462","63","New Jersey","3/27/2022","$50.00","$50.00","331-Unrestricted","New Campaign","$101.70","2","Credit Card","NetCommunity Donations","6/30/1986","$10.00","3/27/2022","$50.00"
"Individual","13056","","Virginia","3/27/2022","$100.00","$100.00","331-Unrestricted","New Campaign","$300.00","3","Credit Card","NetCommunity Donations","6/30/1972","$5.00","11/29/2022","$100.00"
"Individual","396443","","New Jersey","3/27/2022","$100.00","$100.00","331-Unrestricted","New Campaign","$402.56","4","Credit Card","NetCommunity Donations","4/11/2019","$20.00","3/27/2022","$100.00"
"Individual","387603","44","New Jersey","3/27/2022","$500.00","$500.00","331-Unrestricted","New Campaign","$500.00","1","Credit Card","NetCommunity Donations","3/27/2022","$500.00","3/27/2022","$500.00"
"Individual","23879","73","New Jersey","3/27/2022","$250.00","$250.00","331-Unrestricted","New Campaign","$5,161.41","15","Credit Card","NetCommunity Donations","2/26/1994","$250.00","11/4/2024","$257.18"
"Individual","381335","41","New Jersey","3/27/2022","$100.00","$100.00","331-Unrestricted","New Campaign","$100.00","1","Credit Card","NetCommunity Donations","3/27/2022","$100.00","3/27/2022","$100.00"
"Individual","14808","74","New Jersey","3/27/2022","$50.00","$50.00","331-Unrestricted","New Campaign","$75.00","2","Credit Card","NetCommunity Donations","6/30/1983","$25.00","11/20/2023","$25.00"
"Individual","406434","","New Jersey","3/27/2022","$100.00","$100.00","331-Unrestricted","New Campaign","$100.00","1","Credit Card","NetCommunity Donations","3/27/2022","$100.00","3/27/2022","$100.00"
"Individual","406466","","Maryland","3/28/2022","$250.00","$250.00","331-Unrestricted","New Campaign","$250.00","1","Credit Card","NetCommunity Donations","3/28/2022","$250.00","3/28/2022","$250.00"
"Individual","10514","","New Jersey","3/28/2022","$200.00","$200.00","331-Unrestricted","New Campaign","$1,000.00","6","Credit Card","NetCommunity Donations","6/30/1983","$9.00","11/14/2023","$150.00"
"Individual","406246","","New York","4/2/2022","$100.00","$100.00","331-Unrestricted","New Campaign","$500.00","5","Credit Card","NetCommunity Donations","3/19/2022","$100.00","4/4/2023","$100.00"
"Individual","5545","77","Delaware","4/7/2022","$500.00","$500.00","331-Unrestricted","New Campaign","$2,900.00","6","Credit Card","","6/30/1983","$100.00","12/14/2023","$600.00"
"Individual","406409","","New Jersey","3/26/2022","$500.00","$500.00","331-Unrestricted","New Campaign","$550.00","2","Credit Card","NetCommunity Donations","3/26/2022","$500.00","11/28/2023","$50.00"
"Individual","5940","62","New Jersey","4/1/2022","$60.00","$60.00","331-Unrestricted","New Campaign","$528.70","11","Credit Card","","6/30/1986","$80.00","4/8/2024","$61.72"
"Individual","48920","48","New Jersey","4/6/2022","$100.00","$100.00","331-Unrestricted","New Campaign","$325.00","4","Credit Card","NetCommunity Donations","3/27/2003","$25.00","4/6/2022","$100.00"
"Individual","12203","74","New Jersey","4/6/2022","$50.00","$50.00","331-Unrestricted","New Campaign","$100.00","2","Credit Card","NetCommunity Donations","6/8/1993","$50.00","12/30/2022","$50.00"
"Individual","7972","","Pennsylvania","4/6/2022","$250.00","$250.00","331-Unrestricted","New Campaign","$1,400.00","8","Credit Card","NetCommunity Donations","1/1/1960","$5.00","6/12/2024","$250.00"
"Individual","10245","60","New Jersey","4/12/2022","$200.00","$200.00","331-Unrestricted","New Campaign","$502.56","3","Credit Card","NetCommunity Donations","9/25/2007","$25.00","4/24/2024","$200.00"
"Individual","402547","44","Pennsylvania","4/7/2022","$20.00","$20.00","331-Unrestricted","New Campaign","$20.00","1","Credit Card","NetCommunity Donations","4/7/2022","$20.00","4/7/2022","$20.00"
"Individual","22164","","New Jersey","4/21/2022","$103.40","$103.40","331-Unrestricted","New Campaign","$510.20","5","Credit Card","","1/1/1960","$165.00","3/2/2023","$100.00"
"Individual","46223","53","New Jersey","4/8/2022","$50.00","$50.00","331-Unrestricted","New Campaign","$700.00","7","Credit Card","NetCommunity Donations","11/11/2002","$25.00","12/16/2023","$150.00"
"Individual","44062","53","New Jersey","4/9/2022","$150.00","$150.00","331-Unrestricted","New Campaign","$950.00","5","Credit Card","NetCommunity Donations","4/9/1999","$50.00","12/3/2024","$150.00"
"Individual","406598","","New Jersey","4/10/2022","$50.00","$50.00","331-Unrestricted","New Campaign","$50.00","1","Credit Card","NetCommunity Donations","4/10/2022","$50.00","4/10/2022","$50.00"
"Individual","394237","","New Jersey","4/6/2022","$5,000.00","$5,000.00","331-Unrestricted","New Campaign","$5,000.00","1","Credit Card","","3/22/2016","$101,950.00","4/6/2022","$5,000.00"
"Individual","394133","38","New York","4/6/2022","$25.00","$25.00","331-Unrestricted","New Campaign","$179.57","7","Credit Card","","6/7/2012","$25.00","6/7/2024","$0.00"
"Individual","383887","43","New Jersey","4/6/2022","$250.00","$250.00","331-Unrestricted","New Campaign","$2,812.76","13","Credit Card","","6/9/2008","$100.00","6/20/2024","$1,000.00"
"Individual","100108","42","New York","4/6/2022","$50.00","$50.00","331-Unrestricted","New Campaign","$100.00","2","Credit Card","","4/6/2022","$50.00","4/5/2023","$50.00"
"Individual","43862","48","New Jersey","4/6/2022","$500.00","$500.00","331-Unrestricted","New Campaign","$853.40","4","Credit Card","","4/7/1999","$50.00","6/7/2024","$0.00"
"Individual","42393","","New Jersey","4/6/2022","$150.00","$150.00","331-Unrestricted","New Campaign","$150.00","1","Credit Card","","4/6/2022","$150.00","4/6/2022","$150.00"
"Individual","39263","50","New Jersey","4/2/2022","$50.00","$50.00","331-Unrestricted","New Campaign","$141.15","4","Credit Card","","3/12/1996","$20.00","4/23/2024","$0.00"
"Individual","37003","55","Maryland","4/6/2022","$500.00","$500.00","331-Unrestricted","New Campaign","$3,029.68","13","Credit Card","","11/6/1996","$50.00","2/3/2024","$200.00"
"Individual","36743","51","New Jersey","4/6/2022","$1,000.00","$1,000.00","331-Unrestricted","New Campaign","$1,100.00","2","Credit Card","","3/6/1995","$100.00","4/6/2022","$1,000.00"
"Individual","12326","60","New Jersey","4/5/2022","$50.00","$50.00","331-Unrestricted","New Campaign","$50.00","1","Credit Card","","4/11/2019","$20.00","4/5/2022","$50.00"
"Individual","10929","67","South Carolina","4/1/2022","$50.00","$50.00","331-Unrestricted","New Campaign","$650.00","7","Credit Card","","6/30/1981","$100.00","12/3/2024","$514.35"
"Individual","7019","73","New Jersey","4/6/2022","$1,000.00","$1,000.00","331-Unrestricted","New Campaign","$8,480.00","11","Credit Card","","6/30/1981","$25.00","12/3/2024","$102.87"
"Individual","5579","76","New Jersey","4/2/2022","$1,000.00","$1,000.00","331-Unrestricted","New Campaign","$2,652.82","5","Credit Card","","6/30/1975","$10.00","3/1/2024","$1,200.00"
"Individual","3261","59","New Jersey","4/5/2022","$150.00","$150.00","331-Unrestricted","New Campaign","$220.00","3","Credit Card","","6/30/1988","$20.00","10/4/2024","$50.00"
"Individual","2748","80","California","4/2/2022","$25.00","$25.00","331-Unrestricted","New Campaign","$125.00","5","Credit Card","","6/30/1970","$20.00","5/30/2024","$25.00"
"Individual","1698","75","Florida","4/3/2022","$400.00","$400.00","331-Unrestricted","New Campaign","$1,600.00","5","Credit Card","","6/30/1977","$10.00","4/16/2024","$100.00"
"Individual","1343","72","Virginia","4/6/2022","$50.00","$50.00","331-Unrestricted","New Campaign","$100.00","2","Credit Card","","6/30/1979","$10.00","10/4/2022","$50.00"
"Individual","1168","58","New Jersey","4/5/2022","$100.00","$100.00","331-Unrestricted","New Campaign","$300.00","3","Credit Card","","6/30/1991","$25.00","5/19/2023","$100.00"
"Individual","8459","68","Delaware","2/22/2022","$200.00","$200.00","331-Unrestricted","New Campaign","$887.87","9","Credit Card","NetCommunity Donations","6/30/1979","$10.00","3/27/2024","$102.87"
"Individual","5811","67","Florida","2/21/2022","$25.00","$25.00","331-Unrestricted","New Campaign","$14,353.40","15","Credit Card","NetCommunity Event Registration Fees","6/30/1982","$25.00","10/14/2024","$100.00"
"Individual","13886","77","Florida","2/22/2022","$25.00","$25.00","331-Unrestricted","New Campaign","$275.00","2","Credit Card","NetCommunity Donations","6/30/1977","$15.00","2/22/2022","$25.00"
"Individual","406128","","New Jersey","2/23/2022","$100.00","$15.00","331-Unrestricted","New Campaign","$100.00","1","Credit Card","NetCommunity Event Registration Fees","2/23/2022","$100.00","2/23/2022","$100.00"
"Individual","5101","79","Pennsylvania","2/26/2022","$2,000.00","$2,000.00","331-Unrestricted","New Campaign","$14,034.01","8","Credit Card","NetCommunity Donations","6/30/1975","$25.00","3/9/2024","$4,000.00"
"Individual","945","","Florida","1/7/2021","$1,000.00","$1,000.00","331-Unrestricted","New Campaign","$5,000.00","5","Credit Card","NetCommunity Donations","1/1/1960","$120.00","2/7/2024","$1,000.00"
"Individual","378654","52","New Jersey","1/15/2021","$100.00","$100.00","331-Unrestricted","New Campaign","$200.00","2","Credit Card","NetCommunity Donations","5/5/2020","$100.00","1/15/2021","$100.00"
"Individual","44211","60","New Jersey","1/18/2021","$100.00","$100.00","331-Unrestricted","New Campaign","$400.00","4","Credit Card","NetCommunity Donations","4/21/1999","$19.95","11/30/2021","$100.00"
